,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,META US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,GOOG US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,TSLA US Equity,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index,SPX Index
,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11,1,2,3,4,5,6,7,8,9,10,11
Dates,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO,PX_OPEN,PX_OFFICIAL_CLOSE,PE_RATIO,EV_EBITDA_ADJUSTED,SALES_GROWTH,CUR_MKT_CAP,PX_VOLUME,FREE_CASH_FLOW_YIELD,PROF_MARGIN,EBITDA_TO_REVENUE,BEST_PX_SALES_RATIO
7/26/12,23.19,#N/A N/A,94.82,54.4552,32.2905,56383.3365,123098340,1.9839,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,208278.4919,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.263,#N/A N/A,249.3064,42.4015,29.4664,107284.1388,226310480,1.0072,0.0545,4.6127,#N/A N/A,8.194,#N/A N/A,32.1967,14.5625,12.7507,3272.0811,38032855,-0.0865,0.6932,3.0592,#N/A N/A,1.914,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3104.877,25094520,-13.3373,-396.2143,-382.047,#N/A N/A,1360.05,#N/A N/A,14.4576,#N/A N/A,#N/A N/A,12849134.63,751211862,8.05,8.77,#N/A N/A,1.2824
7/27/12,23.995,#N/A N/A,92.6,54.4552,32.2905,55063.2457,29285895,2.0315,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,207405.9633,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.85,#N/A N/A,248.0143,42.4015,29.4664,106728.0985,74727300,1.0124,0.0545,4.6127,#N/A N/A,8.419,#N/A N/A,31.5574,14.5625,12.7507,3207.1059,29941877,-0.0882,0.6932,3.0592,#N/A N/A,1.967,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2877.6139,30990600,-14.3906,-396.2143,-382.047,#N/A N/A,1385.94,#N/A N/A,14.3602,#N/A N/A,#N/A N/A,12843260.17,492528744,8.1,8.77,#N/A N/A,1.2736
7/30/12,23.37,#N/A N/A,86.84,54.4552,32.2905,51638.1453,56179322,2.1662,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,207625.7355,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.755,#N/A N/A,245.0834,42.4015,29.4664,105466.8363,69117360,1.0245,0.0545,4.6127,#N/A N/A,8.207,#N/A N/A,31.0656,14.5625,12.7507,3157.1251,17324272,-0.0896,0.6932,3.0592,#N/A N/A,1.836,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2884.9789,23625900,-14.3539,-396.2143,-382.047,#N/A N/A,1385.27,#N/A N/A,14.3079,#N/A N/A,#N/A N/A,12777103.38,679418382,8.13,8.66,#N/A N/A,1.2679
7/31/12,21.5,#N/A N/A,83.52,54.4552,32.2905,50432.8771,44604365,2.2524,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,207530.6102,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.707,#N/A N/A,243.8122,42.4015,29.4664,104919.8372,50876860,1.0299,0.0545,4.6127,#N/A N/A,8.204,#N/A N/A,29.7814,14.5625,12.7507,3026.6194,33846267,-0.0935,0.6932,3.0592,#N/A N/A,1.866,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2761.878,23883255,-14.9937,-396.2143,-382.047,#N/A N/A,1379.32,#N/A N/A,14.2648,#N/A N/A,#N/A N/A,12734611.11,703061140,8.15,8.66,#N/A N/A,1.2644
8/1/12,20.77,#N/A N/A,80.16,54.4552,32.2905,48403.9682,56374436,2.3468,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,206241.4984,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.528,#N/A N/A,242.4676,42.4015,29.4664,104341.1937,60966620,1.0356,0.0545,4.6127,#N/A N/A,7.754,#N/A N/A,29.4372,14.5625,12.7507,2991.6328,23947140,-0.0946,0.6932,3.0592,#N/A N/A,1.789,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2751.7883,19575240,-15.0799,-396.2143,-382.047,#N/A N/A,1375.13,#N/A N/A,14.1592,#N/A N/A,#N/A N/A,12635506.76,625895096,8.21,8.66,#N/A N/A,1.2582
8/2/12,20.36,#N/A N/A,84.36,54.4552,32.2905,50940.1043,80646975,2.2299,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,210367.9684,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.702,#N/A N/A,246.8377,42.4015,29.4664,106221.7853,56510280,1.0173,0.0545,4.6127,#N/A N/A,7.837,#N/A N/A,29.459,14.5625,12.7507,2993.8542,37302104,-0.0945,0.6932,3.0592,#N/A N/A,1.793,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2875.1443,18142050,-14.4329,-396.2143,-382.047,#N/A N/A,1365.45,#N/A N/A,14.4311,#N/A N/A,#N/A N/A,12868637.62,558787143,8.04,8.66,#N/A N/A,1.2816
8/3/12,21.39,#N/A N/A,87.68,54.4552,32.2905,52944.8595,27778038,2.1455,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,210856.7157,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.778,#N/A N/A,245.8082,42.4015,29.4664,105778.7613,36873720,1.0215,0.0545,4.6127,#N/A N/A,7.791,#N/A N/A,31.0328,14.5625,12.7507,3153.793,28530803,-0.0897,0.6932,3.0592,#N/A N/A,1.837,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2980.5769,22922535,-13.9223,-396.2143,-382.047,#N/A N/A,1391.04,#N/A N/A,14.466,#N/A N/A,#N/A N/A,12893290.96,486460084,8.02,8.66,#N/A N/A,1.2842
8/6/12,22.2,#N/A N/A,82.88,54.4552,32.2905,50046.4182,36782827,2.2697,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,210108.834,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.707,#N/A N/A,248.508,42.4015,29.4664,106940.5692,41168560,1.0104,0.0545,4.6127,#N/A N/A,8.136,#N/A N/A,31.6393,14.5625,12.7507,3215.4361,30784117,-0.088,0.6932,3.0592,#N/A N/A,1.918,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3189.3332,35809560,-13.011,-396.2143,-382.047,#N/A N/A,1394.46,#N/A N/A,14.6232,#N/A N/A,#N/A N/A,12961464.87,533384404,7.93,8.67,#N/A N/A,1.2982
8/7/12,20.71,#N/A N/A,82.88,54.4552,32.2905,50046.4182,29537376,2.2697,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,210663.1849,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.765,#N/A N/A,246.2179,42.4015,29.4664,105955.0668,30684560,1.0198,0.0545,4.6127,#N/A N/A,8.224,#N/A N/A,31.5847,14.5625,12.7507,3209.8826,18230345,-0.0882,0.6932,3.0592,#N/A N/A,1.993,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3067.0315,19633425,-13.5299,-396.2143,-382.047,#N/A N/A,1401.23,#N/A N/A,14.6333,#N/A N/A,#N/A N/A,12971968.94,472937837,7.93,8.67,#N/A N/A,1.2989
8/8/12,20.75,#N/A N/A,84.04,54.4552,32.2905,50746.8749,15618515,2.2384,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,210702.5471,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.697,#N/A N/A,245.8817,42.4015,29.4664,105810.4059,30971040,1.0212,0.0545,4.6127,#N/A N/A,8.227,#N/A N/A,31.6448,14.5625,12.7507,3215.9914,16497873,-0.088,0.6932,3.0592,#N/A N/A,1.968,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3100.7699,10088760,-13.3827,-396.2143,-382.047,#N/A N/A,1402.26,#N/A N/A,14.5561,#N/A N/A,#N/A N/A,12971213.74,456085653,7.97,8.67,#N/A N/A,1.2917
8/9/12,21.41,#N/A N/A,87.228,54.4552,32.2905,52671.9229,25794673,2.1566,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,210587.7407,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.654,#N/A N/A,244.5056,42.4015,29.4664,105218.2003,37050060,1.027,0.0545,4.6127,#N/A N/A,8.237,#N/A N/A,32.7322,14.5625,12.7507,3326.5047,35055818,-0.0851,0.6932,3.0592,#N/A N/A,1.954,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3156.6491,10610850,-13.1458,-396.2143,-382.047,#N/A N/A,1402.58,#N/A N/A,14.5891,#N/A N/A,#N/A N/A,12997831.98,490295586,7.95,8.67,#N/A N/A,1.2947
8/10/12,22.15,#N/A N/A,86.4,54.4552,32.2905,52171.9418,24972973,2.1773,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,216495.35,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.612,#N/A N/A,244.1799,42.4015,29.4664,105078.0601,39948420,1.0283,0.0545,4.6127,#N/A N/A,8.746,#N/A N/A,32.7377,14.5625,12.7507,3327.06,33334350,-0.0851,0.6932,3.0592,#N/A N/A,1.979,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3286.3311,13050750,-12.627,-396.2143,-382.047,#N/A N/A,1405.87,#N/A N/A,14.5721,#N/A N/A,#N/A N/A,12981634.67,396726835,7.96,8.66,#N/A N/A,1.2934
8/13/12,21.41,#N/A N/A,81.52,54.4552,32.2905,49225.1932,39308634,2.3076,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,219332.7082,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.736,#N/A N/A,244.9678,42.4015,29.4664,105417.1091,55019960,1.025,0.0545,4.6127,#N/A N/A,8.66,#N/A N/A,33.7486,14.5625,12.7507,3429.7985,48125371,-0.0825,0.6932,3.0592,#N/A N/A,2.05,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3101.8242,11900040,-13.3781,-396.2143,-382.047,#N/A N/A,1404.36,#N/A N/A,14.5692,#N/A N/A,#N/A N/A,12982042.18,453956438,7.96,8.66,#N/A N/A,1.2932
8/14/12,20.64,#N/A N/A,84.8,54.4552,32.2905,51205.7947,47860767,2.2184,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,218965.3277,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.613,#N/A N/A,249.4115,42.4015,29.4664,107329.3453,65336380,1.0068,0.0545,4.6127,#N/A N/A,8.861,#N/A N/A,34.5683,14.5625,12.7507,3513.0999,30847810,-0.0806,0.6932,3.0592,#N/A N/A,1.959,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3099.7156,7880775,-13.3872,-396.2143,-382.047,#N/A N/A,1403.89,#N/A N/A,14.5855,#N/A N/A,#N/A N/A,12997396.15,438823213,7.95,8.66,#N/A N/A,1.2947
8/15/12,20.44,#N/A N/A,79.48,54.4552,32.2905,47993.3557,157554938,2.3668,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,220713.6652,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.886,#N/A N/A,253.75,42.4015,29.4664,109196.3751,86254240,0.9895,0.0545,4.6127,#N/A N/A,9.066,#N/A N/A,35.1421,14.5625,12.7507,3571.4109,17640413,-0.0792,0.6932,3.0592,#N/A N/A,1.969,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3194.6048,10034595,-12.9896,-396.2143,-382.047,#N/A N/A,1405.57,#N/A N/A,14.69,#N/A N/A,#N/A N/A,13086601.72,521541203,7.89,8.66,#N/A N/A,1.3039
8/16/12,20.005,#N/A N/A,76.2,54.4552,32.2905,46012.7542,129293342,2.4687,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,222114.3033,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.03,#N/A N/A,253.3509,42.4015,29.4664,109024.5902,61718000,0.9911,0.0545,4.6127,#N/A N/A,9.269,#N/A N/A,34.8033,14.5625,12.7507,3536.9797,22418914,-0.08,0.6932,3.0592,#N/A N/A,2.019,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3164.0294,7621830,-13.1151,-396.2143,-382.047,#N/A N/A,1415.84,#N/A N/A,14.7175,#N/A N/A,#N/A N/A,13111043.3,600927152,7.88,8.66,#N/A N/A,1.3066
8/17/12,19.05,#N/A N/A,80.044,54.4552,32.2905,48333.9226,101186524,2.3502,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,221589.474,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.069,#N/A N/A,252.4894,42.4015,29.4664,108653.8967,37799840,0.9945,0.0545,4.6127,#N/A N/A,9.091,#N/A N/A,35.1038,14.5625,12.7507,3567.5235,26668194,-0.0793,0.6932,3.0592,#N/A N/A,2.01,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3111.3132,17685120,-13.3373,-396.2143,-382.047,#N/A N/A,1417.85,#N/A N/A,14.7173,#N/A N/A,#N/A N/A,13109104.44,443600748,7.88,8.66,#N/A N/A,1.3072
8/20/12,19.58,#N/A N/A,76.636,54.4552,32.2905,46276.0293,70640462,2.4547,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,219611.5238,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.044,#N/A N/A,251.544,42.4015,29.4664,108247.0379,51438220,0.9982,0.0545,4.6127,#N/A N/A,9.306,#N/A N/A,35.847,14.5625,12.7507,3643.0502,23370613,-0.0777,0.6932,3.0592,#N/A N/A,1.972,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3069.1402,11422740,-13.5206,-396.2143,-382.047,#N/A N/A,1418.13,#N/A N/A,14.7494,#N/A N/A,#N/A N/A,13061515.3,531114473,7.86,8.66,#N/A N/A,1.3101
8/21/12,19.36,#N/A N/A,77.756,54.4552,32.2905,46952.3322,49892130,2.4193,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,222127.424,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,11.97,#N/A N/A,255.3783,42.4015,29.4664,109897.0763,49477720,0.9832,0.0545,4.6127,#N/A N/A,9.303,#N/A N/A,35.7377,14.5625,12.7507,3631.9433,18036900,-0.0779,0.6932,3.0592,#N/A N/A,1.934,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3157.7035,11632350,-13.1414,-396.2143,-382.047,#N/A N/A,1413.09,#N/A N/A,14.7528,#N/A N/A,#N/A N/A,13063036.17,508463353,7.86,8.66,#N/A N/A,1.3106
8/22/12,19.5,#N/A N/A,77.76,54.4552,32.2905,46954.7476,32813310,2.4192,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,222002.7771,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.107,#N/A N/A,253.3803,42.4015,29.4664,109037.2481,49088900,0.991,0.0545,4.6127,#N/A N/A,9.431,#N/A N/A,35,14.5625,12.7507,3556.972,32590236,-0.0796,0.6932,3.0592,#N/A N/A,2,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3239.9408,22064610,-12.8078,-396.2143,-382.047,#N/A N/A,1413.49,#N/A N/A,14.5521,#N/A N/A,#N/A N/A,12956741.6,462197996,7.97,8.66,#N/A N/A,1.2926
8/23/12,19.52,#N/A N/A,77.636,54.4552,32.2905,46879.8712,29622155,2.4231,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,222603.0506,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.084,#N/A N/A,258.1517,42.4015,29.4664,111090.5287,73987940,0.9727,0.0545,4.6127,#N/A N/A,9.013,#N/A N/A,34.5137,14.5625,12.7507,3507.5465,26165559,-0.0807,0.6932,3.0592,#N/A N/A,2.004,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3110.2588,21450165,-13.3418,-396.2143,-382.047,#N/A N/A,1401.99,#N/A N/A,14.6461,#N/A N/A,#N/A N/A,13041607.26,432340006,7.92,8.66,#N/A N/A,1.301
8/24/12,19.49,#N/A N/A,76.6,54.4552,32.2905,46254.291,20703907,2.4558,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,219516.3985,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.29,#N/A N/A,256.2398,42.4015,29.4664,110267.7698,58593520,0.9799,0.0545,4.6127,#N/A N/A,9.046,#N/A N/A,34.0929,14.5625,12.7507,3464.7851,18047407,-0.0817,0.6932,3.0592,#N/A N/A,1.971,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2985.8485,20254875,-13.8977,-396.2143,-382.047,#N/A N/A,1411.13,#N/A N/A,14.6353,#N/A N/A,#N/A N/A,13035500.2,421847045,7.92,8.66,#N/A N/A,1.3003
8/27/12,19.1,#N/A N/A,77.36,54.4552,32.2905,46713.2108,25425786,2.4317,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,222150.3853,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.199,#N/A N/A,258.5404,42.4015,29.4664,111257.7929,54938240,0.9712,0.0545,4.6127,#N/A N/A,8.891,#N/A N/A,34.3989,14.5625,12.7507,3495.8843,15858850,-0.0809,0.6932,3.0592,#N/A N/A,1.893,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3024.8585,21039840,-13.7185,-396.2143,-382.047,#N/A N/A,1410.44,#N/A N/A,14.6236,#N/A N/A,#N/A N/A,13025808.87,410787879,7.93,8.66,#N/A N/A,1.2993
8/28/12,19.32,#N/A N/A,76.4,54.4552,32.2905,46133.5226,16124625,2.4623,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,225679.8621,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.339,#N/A N/A,259.6014,42.4015,29.4664,111714.3788,35477980,0.9672,0.0545,4.6127,#N/A N/A,9.007,#N/A N/A,34.6667,14.5625,12.7507,3523.0961,15662640,-0.0803,0.6932,3.0592,#N/A N/A,1.899,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2995.3374,12583245,-13.8537,-396.2143,-382.047,#N/A N/A,1409.32,#N/A N/A,14.6358,#N/A N/A,#N/A N/A,13037038.75,408841237,7.92,8.66,#N/A N/A,1.3004
8/29/12,19.27,#N/A N/A,76.354,54.4552,32.2905,46105.7459,30647472,2.4637,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,223603.5063,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.35,#N/A N/A,258.6559,42.4015,29.4664,111307.52,72959520,0.9708,0.0545,4.6127,#N/A N/A,9.023,#N/A N/A,33.0492,14.5625,12.7507,3358.7146,18684526,-0.0843,0.6932,3.0592,#N/A N/A,1.907,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2995.3374,9844605,-13.8537,-396.2143,-382.047,#N/A N/A,1410.08,#N/A N/A,14.5232,#N/A N/A,#N/A N/A,12932915.78,406387490,7.99,8.66,#N/A N/A,1.2905
8/30/12,18.68,#N/A N/A,72.232,54.4552,32.2905,43616.7095,58764170,2.6043,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,224722.0487,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.404,#N/A N/A,260.8095,42.4015,29.4664,112234.2539,66949160,0.9628,0.0545,4.6127,#N/A N/A,8.759,#N/A N/A,32.6339,14.5625,12.7507,3316.5085,29574139,-0.0853,0.6932,3.0592,#N/A N/A,1.907,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3006.935,8096040,-13.8003,-396.2143,-382.047,#N/A N/A,1400.07,#N/A N/A,14.6008,#N/A N/A,#N/A N/A,12998714.89,575151907,7.97,8.66,#N/A N/A,1.2971
8/31/12,18.68,#N/A N/A,72.232,54.4552,32.2905,43616.7095,58764170,2.6043,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,224722.0487,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.404,#N/A N/A,260.8095,42.4015,29.4664,112234.2539,66949160,0.9628,0.0545,4.6127,#N/A N/A,8.759,#N/A N/A,32.6339,14.5625,12.7507,3316.5085,29574139,-0.0853,0.6932,3.0592,#N/A N/A,1.907,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3006.935,8096040,-13.8003,-396.2143,-382.047,#N/A N/A,1400.07,#N/A N/A,14.6008,#N/A N/A,#N/A N/A,12998714.89,575151907,7.97,8.66,#N/A N/A,1.2971
9/3/12,18.08,#N/A N/A,70.916,54.4552,32.2905,42822.0535,46622354,2.6527,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,223393.5746,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.414,#N/A N/A,260.3998,42.4015,29.4664,112057.9485,79081320,0.9643,0.0545,4.6127,#N/A N/A,8.286,#N/A N/A,30.5628,14.5625,12.7507,3106.0335,87421803,-0.0911,0.6932,3.0592,#N/A N/A,1.901,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2966.8706,11287440,-13.9866,-396.2143,-382.047,#N/A N/A,1406.54,#N/A N/A,14.5818,#N/A N/A,#N/A N/A,12985019.93,479796300,7.98,8.66,#N/A N/A,1.2936
9/4/12,18.27,#N/A N/A,74.32,54.4552,32.2905,44877.5314,60781719,2.5312,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,223288.6088,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.381,#N/A N/A,258.6559,42.4015,29.4664,111307.52,53071520,0.9708,0.0545,4.6127,#N/A N/A,7.943,#N/A N/A,30.0328,14.5625,12.7507,3052.1652,38594948,-0.0927,0.6932,3.0592,#N/A N/A,1.867,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,2945.7841,9588405,-14.0868,-396.2143,-382.047,#N/A N/A,1404.94,#N/A N/A,14.5501,#N/A N/A,#N/A N/A,12992077.68,485651150,7.99,8.67,#N/A N/A,1.2921
9/5/12,18.74,#N/A N/A,75.84,54.4552,32.2905,45795.3711,46066347,2.4804,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,229415.9904,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.412,#N/A N/A,264.0765,42.4015,29.4664,113640.177,107267360,0.9509,0.0545,4.6127,#N/A N/A,7.944,#N/A N/A,30.9563,14.5625,12.7507,3146.0182,37301432,-0.09,0.6932,3.0592,#N/A N/A,1.867,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3010.098,12624645,-13.7858,-396.2143,-382.047,#N/A N/A,1403.74,#N/A N/A,14.8474,#N/A N/A,#N/A N/A,13253949.2,577384923,7.83,8.67,#N/A N/A,1.3183
9/6/12,19.1,#N/A N/A,75.92,54.4552,32.2905,45843.6785,36371696,2.4778,-13.2601,-51.0135,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,30.811,231630.1138,#N/A N/A,#N/A N/A,23.5877,33.0905,#N/A N/A,12.692,#N/A N/A,272.2285,42.4015,29.4664,117148.2038,100617520,0.9224,0.0545,4.6127,#N/A N/A,8.097,#N/A N/A,30.9617,14.5625,12.7507,3146.5735,29623321,-0.0899,0.6932,3.0592,#N/A N/A,1.903,#N/A N/A,#N/A N/A,#N/A N/A,-54.1816,3094.444,14297265,-13.41,-396.2143,-382.047,#N/A N/A,1432.12,#N/A N/A,14.906,#N/A N/A,#N/A N/A,13305538.18,550364754,7.79,8.67,#N/A N/A,1.3242
